game_id	identifier	name	description
103	old-amber	w4FtYmFyIFZpZWpv	RnJhZ21lbnRvIGRlIMOhbWJhciBxdWUgY29udGllbmUgaW5mb3JtYWNpw7NuCmdlbsOpdGljYSBkZSB1biBQb2vDqW1vbiBwcmVoaXN0w7NyaWNvLiBFcyBkZSBjb2xvcgphbWFyaWxsby4=
104	armor-fossil	RsOzc2lsIENvcmF6YQ==	RsOzc2lsIGRlIHVuIFBva8OpbW9uIHByZWhpc3TDs3JpY28gdGVycmVzdHJlLgpQYXJlY2Ugc2VyIHBhcnRlIGRlIHVuYSBwcm90ZWNjacOzbiDDs3NlYSBkZWwKY3VlbGxvLg==
105	skull-fossil	RsOzc2lsIENyw6FuZW8=	RsOzc2lsIGRlIHVuIFBva8OpbW9uIHByZWhpc3TDs3JpY28gdGVycmVzdHJlLgpQYXJlY2Ugc2VyIHBhcnRlIGRlIHVuYSBjYWJlemEu
106	rare-bone	SHVlc28gUmFybw==	VW4gaHVlc28gZGUgZ3JhbiB2YWxvciBwYXJhIGxhIGFycXVlb2xvZ8OtYQpQb2vDqW1vbi4gUHVlZGUgYWxjYW56YXIgdW4gYWx0byBwcmVjaW8gZW4gbGFzCnRpZW5kYXMu
107	shiny-stone	UGllZHJhIETDrWE=	VW5hIHBpZWRyYSBwZWN1bGlhciBxdWUgaGFjZSBldm9sdWNpb25hciBhIGFsZ3Vub3MKUG9rw6ltb24uIFRpZW5lIHVuIGJyaWxsbyBlc3BlY3RhY3VsYXIu
108	dusk-stone	UGllZHJhIE5vY2hl	VW5hIHBpZWRyYSBwZWN1bGlhciBxdWUgaGFjZSBldm9sdWNpb25hciBhIGFsZ3Vub3MKUG9rw6ltb24uIEVzIG9zY3VyYSBjb21vIGxhIG5vY2hlLg==
109	dawn-stone	UGllZHJhIEFsYmE=	VW5hIHBpZWRyYSBwZWN1bGlhciBxdWUgaGFjZSBldm9sdWNpb25hciBhIGFsZ3Vub3MKUG9rw6ltb24uIEJyaWxsYSBjb21vIHVuIGx1Y2Vyby4=
110	oval-stone	UGllZHJhIE92YWw=	VW5hIHBpZWRyYSBwZWN1bGlhciBxdWUgaGFjZSBldm9sdWNpb25hciBhIGFsZ3Vub3MKUG9rw6ltb24uIFRpZW5lIGZvcm1hIGRlIGh1ZXZvLg==
111	odd-keystone	UGllZHJhIEVzcMOtcml0dQ==	Vml0YWwgcGFyYSBpbXBlZGlyIHF1ZSB1bmEgdG9ycmUgZGUgcGllZHJhIHNlCmRlcnJ1bWJlLiBBIHZlY2VzIHNlIG95ZW4gdm9jZXMgZW4gc3UgaW50ZXJpb3Iu
112	griseous-orb	R3Jpc2Vvc2ZlcmE=	VW5hIGVzZmVyYSBicmlsbGFudGUgcXVlIHBvdGVuY2lhIGxvcyBtb3ZpbWllbnRvcwpkZSB0aXBvIERyYWfDs24geSBGYW50YXNtYS4gRGViZSBsbGV2YXJsYSBHaXJhdGluYS4=
113	tea	VMOp	
115	autograph	QXV0w7NncmFmbw==	
116	douse-drive	SGlkcm9ST00=	Q2FydHVjaG8gcXVlIGNvbnZpZXJ0ZSBUZWNubyBTaG9jayBkZSBHZW5lc2VjdAplbiB1biBtb3ZpbWllbnRvIGRlIHRpcG8gQWd1YS4=
117	shock-drive	RnVsZ29ST00=	Q2FydHVjaG8gcXVlIGNvbnZpZXJ0ZSBUZWNubyBTaG9jayBkZSBHZW5lc2VjdAplbiB1biBtb3ZpbWllbnRvIGRlIHRpcG8gRWzDqWN0cmljby4=
118	burn-drive	UGlyb1JPTQ==	Q2FydHVjaG8gcXVlIGNvbnZpZXJ0ZSBUZWNubyBTaG9jayBkZSBHZW5lc2VjdAplbiB1biBtb3ZpbWllbnRvIGRlIHRpcG8gRnVlZ28u
119	chill-drive	Q3Jpb1JPTQ==	Q2FydHVjaG8gcXVlIGNvbnZpZXJ0ZSBUZWNubyBTaG9jayBkZSBHZW5lc2VjdAplbiB1biBtb3ZpbWllbnRvIGRlIHRpcG8gSGllbG8u
121	pokemon-box	Q2FqYSBkZSBQb2vDqW1vbg==	
122	medicine-pocket	Qm90aXF1w61u	
123	tm-case	RXN0dWNoZSBkZSBNVA==	
124	candy-jar	VGFycm8gZGUgQ2FyYW1lbG9z	
125	power-up-pocket	Qm9sc2lsbG8gTWVqb3Jhcw==	
126	clothing-trunk	TWFsZXRh	
127	catching-pocket	Qm9sc2lsbG8gQ2FwdHVyYQ==	
128	battle-pocket	Qm9sc2lsbG8gQ29tYmF0ZQ==	
134	sweet-heart	Q29yYXrDs24gRHVsY2U=	Q2hvY29sYXRpbmEgZGUgc2Fib3IgZHVsY2UuIFJlc3RhdXJhIDIwIFBTIGRlCnVuIFBva8OpbW9uLg==
135	adamant-orb	RGlhbWFuc2ZlcmE=	VW5hIGVzZmVyYSBicmlsbGFudGUgcXVlIHBvdGVuY2lhIGxvcyBtb3ZpbWllbnRvcwpkZSB0aXBvIEFjZXJvIHkgRHJhZ8Ozbi4gRGViZSBsbGV2YXJsYSBEaWFsZ2Eu
136	lustrous-orb	THVzdHJlc2ZlcmE=	VW5hIGJvbml0YSBlc2ZlcmEgcXVlIHBvdGVuY2lhIGxvcyBtb3ZpbWllbnRvcwpkZSB0aXBvIERyYWfDs24geSBBZ3VhLiBEZWJlIGxsZXZhcmxhIFBhbGtpYS4=
137	greet-mail	Q2FydGEgSW5pY2lhbA==	Q2FydGEgcGFyYSBwcmVzZW50YXJzZSBhIGFsZ3VpZW4uIEhheiBxdWUgbGEKZW50cmVndWUgdW4gUG9rw6ltb24u
138	favored-mail	Q2FydGEgRmF2b3JpdG9z	Q2FydGEgcGFyYSBlc2NyaWJpciBzb2JyZSB0dXMgY29zYXMgZmF2b3JpdGFzLgpIYXogcXVlIGxhIGVudHJlZ3VlIHVuIFBva8OpbW9uLg==
139	rsvp-mail	Q2FydGEgSW52aXRhcg==	Q2FydGEgcGFyYSBpbnZpdGFyIGEgdW4gY29tcGHDsWVyby4gSGF6IHF1ZSBsYQplbnRyZWd1ZSB1biBQb2vDqW1vbi4=
140	thanks-mail	Q2FydGEgR3JhY2lhcw==	Q2FydGEgZGUgYWdyYWRlY2ltaWVudG8uIEhheiBxdWUgbGEgZW50cmVndWUKdW4gUG9rw6ltb24u
141	inquiry-mail	Q2FydGEgUHJlZ3VudGE=	Q2FydGEgcGFyYSBwcmVndW50YXIgYSB1biBjb21wYcOxZXJvLiBIYXogcXVlIGxhCmVudHJlZ3VlIHVuIFBva8OpbW9uLg==
142	like-mail	Q2FydGEgR3VzdG9z	Q2FydGEgcGFyYSByZWNvbWVuZGFyIGFsZ28uIEhheiBxdWUgbGEgZW50cmVndWUKdW4gUG9rw6ltb24u
143	reply-mail	Q2FydGEgUmVzcHVlc3Rh	Q2FydGEgcGFyYSByZXNwb25kZXIgYSB1biBtZW5zYWplLiBIYXogcXVlIGxhCmVudHJlZ3VlIHVuIFBva8OpbW9uLg==
144	bridge-mail-s	Q2FydGEgUHVlbnRlIFM=	Q2FydGEgY29uIGxhIGltYWdlbiBkZSB1biBwdWVudGUgcXVlIHNlIGFsemEKaGFjaWEgZWwgY2llbG8uIEhheiBxdWUgbGEgZW50cmVndWUgdW4gUG9rw6ltb24u
145	bridge-mail-d	Q2FydGEgUHVlbnRlIEY=	Q2FydGEgY29uIGxhIGltYWdlbiBkZSB1biBwdWVudGUgbGV2YWRpem8gZGUKY29sb3Igcm9qby4gSGF6IHF1ZSBsYSBlbnRyZWd1ZSB1biBQb2vDqW1vbi4=
146	bridge-mail-t	Q2FydGEgUHVlbnRlIEE=	Q2FydGEgY29uIGxhIGltYWdlbiBkZSB1biBwdWVudGUgY29sZ2FudGUgZGUKYWNlcm8uIEhheiBxdWUgbGEgZW50cmVndWUgdW4gUG9rw6ltb24u
147	bridge-mail-v	Q2FydGEgUHVlbnRlIFY=	Q2FydGEgY29uIGxhIGltYWdlbiBkZSB1biBwdWVudGUgZGUgbGFkcmlsbG9zLgpIYXogcXVlIGxhIGVudHJlZ3VlIHVuIFBva8OpbW9uLg==
148	bridge-mail-m	Q2FydGEgUHVlbnRlIFA=	Q2FydGEgY29uIGxhIGltYWdlbiBkZSB1biBwdWVudGUgY29uIHZhcmlvcwphcmNvcy4gSGF6IHF1ZSBsYSBlbnRyZWd1ZSB1biBQb2vDqW1vbi4=
149	cheri-berry	QmF5YSBacmV6YQ==	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlY3VwZXJhcnNlIGRlIGxhIHBhcsOhbGlzaXMu
150	chesto-berry	QmF5YSBBdGFuaWE=	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCmRlc3BlcnRhciBkZWwgc3Vlw7FvLg==
151	pecha-berry	QmF5YSBNZWxvYw==	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCmN1cmFyc2UgZGVsIGVudmVuZW5hbWllbnRvLg==
152	rawst-berry	QmF5YSBTYWZyZQ==	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCmN1cmFyc2UgbGFzIHF1ZW1hZHVyYXMu
153	aspear-berry	QmF5YSBQZXJhc2k=	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCmRlc2NvbmdlbGFyc2Uu
154	leppa-berry	QmF5YSBaYW5hbWE=	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciAxMCBQUCBkZSB1biBtb3ZpbWllbnRvLg==
155	oran-berry	QmF5YSBBcmFuamE=	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciAxMCBQUy4=
156	persim-berry	QmF5YSBDYXF1aWM=	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCmxpYnJhcnNlIGRlIGxhIGNvbmZ1c2nDs24u
157	lum-berry	QmF5YSBaaXVlbGE=	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlY3VwZXJhcnNlIGRlIHByb2JsZW1hcyBkZSBlc3RhZG8u
158	sitrus-berry	QmF5YSBaaWRyYQ==	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciBhbGd1bm9zIFBTLg==
159	figy-berry	QmF5YSBIaWdvZw==	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciBhbGd1bm9zIFBTLiBTdSBzYWJvciBwdWVkZSBjYXVzYXIKY29uZnVzacOzbi4=
160	wiki-berry	QmF5YSBXaWtp	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciBhbGd1bm9zIFBTLiBTdSBzYWJvciBwdWVkZSBjYXVzYXIKY29uZnVzacOzbi4=
161	mago-berry	QmF5YSBBbmdv	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciBhbGd1bm9zIFBTLiBTdSBzYWJvciBwdWVkZSBjYXVzYXIKY29uZnVzacOzbi4=
162	aguav-berry	QmF5YSBHdWF5YQ==	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciBhbGd1bm9zIFBTLiBTdSBzYWJvciBwdWVkZSBjYXVzYXIKY29uZnVzacOzbi4=
163	iapapa-berry	QmF5YSBQYWJheWE=	TG9zIFBva8OpbW9uIHB1ZWRlbiBsbGV2YXJsYSBvIHVzYXJsYSBwYXJhCnJlc3RhdXJhciBhbGd1bm9zIFBTLiBTdSBzYWJvciBwdWVkZSBjYXVzYXIKY29uZnVzacOzbi4=
164	razz-berry	QmF5YSBGcmFtYnU=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gZWwgY2FyaXNtYS4gRXMgZGUgY29sb3Igcm9qaXpvIHkgc2Fib3IKcGljYW50ZS4=
165	bluk-berry	QmF5YSBPcmFt	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgYmVsbGV6YS4gRXMgZGUgY29sb3IgYXp1bGFkbyB5IHNhYm9yCnNlY28u
166	nanab-berry	QmF5YSBMYXRhbm8=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgZHVsenVyYS4gRXMgZGUgY29sb3Igcm9zYSB5IHNhYm9yCmR1bGNlLg==
167	wepear-berry	QmF5YSBQZXJhZ3U=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gZWwgaW5nZW5pby4gRXMgZGUgY29sb3IgdmVyZGUgeSBzYWJvcgphbWFyZ28u
168	pinap-berry	QmF5YSBQaW5pYQ==	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgZHVyZXphLiBFcyBkZSBjb2xvciBhbWFyaWxsbyB5IHNhYm9yCsOhY2lkby4=
169	pomeg-berry	QmF5YSBHcmFuYQ==	QWwgdXNhcmxhIGNvbiB1biBQb2vDqW1vbiwgc2UgZ2FuYSBzdSBhbWlzdGFkLApwZXJvIHRhbWJpw6luIHJlZHVjZSBzdXMgUFMgZGUgYmFzZS4=
170	kelpsy-berry	QmF5YSBBbGdhbWE=	QWwgdXNhcmxhIGNvbiB1biBQb2vDqW1vbiwgc2UgZ2FuYSBzdSBhbWlzdGFkLApwZXJvIHRhbWJpw6luIHJlZHVjZSBzdSBBdGFxdWUgZGUgYmFzZS4=
171	qualot-berry	QmF5YSBJc3Blcm8=	QWwgdXNhcmxhIGNvbiB1biBQb2vDqW1vbiwgc2UgZ2FuYSBzdSBhbWlzdGFkLApwZXJvIHRhbWJpw6luIHJlZHVjZSBzdSBEZWZlbnNhIGRlIGJhc2Uu
172	hondew-berry	QmF5YSBNZWx1Y2U=	QWwgdXNhcmxhIGNvbiB1biBQb2vDqW1vbiwgc2UgZ2FuYSBzdSBhbWlzdGFkLApwZXJvIHRhbWJpw6luIHJlZHVjZSBzdSBBdGFxdWUgRXNwZWNpYWwgZGUgYmFzZS4=
173	grepa-berry	QmF5YSBVdmF2	QWwgdXNhcmxhIGNvbiB1biBQb2vDqW1vbiwgc2UgZ2FuYSBzdSBhbWlzdGFkLApwZXJvIHRhbWJpw6luIHJlZHVjZSBzdSBEZWZlbnNhIEVzcGVjaWFsIGRlCmJhc2Uu
174	tamato-berry	QmF5YSBUYW1hdGU=	QWwgdXNhcmxhIGNvbiB1biBQb2vDqW1vbiwgc2UgZ2FuYSBzdSBhbWlzdGFkLApwZXJvIHRhbWJpw6luIHJlZHVjZSBzdSBWZWxvY2lkYWQgZGUgYmFzZS4=
175	cornn-berry	QmF5YSBNYWlz	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgYmVsbGV6YS4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
176	magost-berry	QmF5YSBBb3N0YW4=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgZHVsenVyYS4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
177	rabuta-berry	QmF5YSBSYXV0YW4=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gZWwgaW5nZW5pby4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
178	nomel-berry	QmF5YSBNb25saQ==	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgZHVyZXphLiBFcyB1bmEgYmF5YSBtdXkgcmFyYSBlbgpvdHJhcyByZWdpb25lcy4=
179	spelon-berry	QmF5YSBXaWthbm8=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgZHVsenVyYS4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
180	pamtre-berry	QmF5YSBQbGFtYQ==	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgYmVsbGV6YS4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
181	watmel-berry	QmF5YSBTYW1iaWE=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gZWwgaW5nZW5pby4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
182	durin-berry	QmF5YSBSdWRpb24=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gZWwgaW5nZW5pby4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
183	belue-berry	QmF5YSBBbmRhbm8=	U2UgdXRpbGl6YSBlbiBsYSBwcm9kdWNjacOzbiBkZSBQb2vDqWN1Ym9zIHF1ZQpwb3RlbmNpYW4gbGEgYmVsbGV6YS4gRXMgdW5hIGJheWEgbXV5IHJhcmEgZW4Kb3RyYXMgcmVnaW9uZXMu
184	occa-berry	QmF5YSBDYW9jYQ==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEZ1ZWdvIGRlIHVuIGVuZW1pZ28u
185	passho-berry	QmF5YSBQYXNpbw==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEFndWEgZGUgdW4gZW5lbWlnby4=
186	wacan-berry	QmF5YSBHdWFsb3Q=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEVsw6ljdHJpY28gZGUgdW4gZW5lbWlnby4=
187	rindo-berry	QmF5YSBUYW1hcg==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIFBsYW50YSBkZSB1biBlbmVtaWdvLg==
188	yache-berry	QmF5YSBSaW1veWE=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEhpZWxvIGRlIHVuIGVuZW1pZ28u
189	chople-berry	QmF5YSBQb21hcm8=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEx1Y2hhIGRlIHVuIGVuZW1pZ28u
190	kebia-berry	QmF5YSBLZWJpYQ==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIFZlbmVubyBkZSB1biBlbmVtaWdvLg==
191	shuca-berry	QmF5YSBBY2FyZG8=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIFRpZXJyYSBkZSB1biBlbmVtaWdvLg==
192	coba-berry	QmF5YSBLb3ViYQ==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIFZvbGFkb3IgZGUgdW4gZW5lbWlnby4=
193	payapa-berry	QmF5YSBQYXlhcGE=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIFBzw61xdWljbyBkZSB1biBlbmVtaWdvLg==
194	tanga-berry	QmF5YSBZZWNhbmE=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEJpY2hvIGRlIHVuIGVuZW1pZ28u
195	charti-berry	QmF5YSBBbGNobw==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIFJvY2EgZGUgdW4gZW5lbWlnby4=
196	kasib-berry	QmF5YSBEcmFzaQ==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEZhbnRhc21hIGRlIHVuIGVuZW1pZ28u
197	haban-berry	QmF5YSBBbmppcm8=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIERyYWfDs24gZGUgdW4gZW5lbWlnby4=
198	colbur-berry	QmF5YSBEaWxsbw==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIFNpbmllc3RybyBkZSB1biBlbmVtaWdvLg==
199	babiri-berry	QmF5YSBCYXJpYsOh	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZQpzdXBlcmVmaWNheiBkZSB0aXBvIEFjZXJvIGRlIHVuIGVuZW1pZ28u
200	chilan-berry	QmF5YSBDaGlsYW4=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGRlYmlsaXRhIHVuIGF0YXF1ZSBkZSB0aXBvCk5vcm1hbCBkZSB1biBlbmVtaWdvLg==
201	liechi-berry	QmF5YSBMaWNoaQ==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGxlIHN1YmUgZWwgQXRhcXVlIGVuIHVuCm1vbWVudG8gZGUgYXB1cm8u
202	ganlon-berry	QmF5YSBHb25sYW4=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGxlIHN1YmUgbGEgRGVmZW5zYSBlbiB1bgptb21lbnRvIGRlIGFwdXJvLg==
203	salac-berry	QmF5YSBBc2xhYw==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGxlIHN1YmUgbGEgVmVsb2NpZGFkIGVuIHVuCm1vbWVudG8gZGUgYXB1cm8u
204	petaya-berry	QmF5YSBZYXBhdGk=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGxlIHN1YmUgZWwgQXRhcXVlIEVzcGVjaWFsCmVuIHVuIG1vbWVudG8gZGUgYXB1cm8u
205	apicot-berry	QmF5YSBBcmljb2M=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGxlIHN1YmUgbGEgRGVmZW5zYSBFc3BlY2lhbAplbiB1biBtb21lbnRvIGRlIGFwdXJvLg==
206	lansat-berry	QmF5YSBab25sYW4=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGF1bWVudGEgbGEgcHJvYmFiaWxpZGFkCmRlIGRhciB1biBnb2xwZSBjcsOtdGljbyBlbiB1biBtb21lbnRvIGRlIGFwdXJvLg==
207	starf-berry	QmF5YSBBcmFib2w=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24sIGF1bWVudGEgbXVjaG8gdW5hCmNhcmFjdGVyw61zdGljYSBlbiB1biBtb21lbnRvIGRlIGFwdXJvLg==
208	enigma-berry	QmF5YSBFbmlnbWE=	UmVzdGF1cmEgbG9zIFBTIGRlIHVuIFBva8OpbW9uIHNpIGxhIGxsZXZhIGN1YW5kbwpsZSBhbGNhbnphIHVuIGF0YXF1ZSBzdXBlcmVmaWNhei4=
209	micle-berry	QmF5YSBMYWdybw==	Q3VhbmRvIGxhIGxsZXZhIHVuIFBva8OpbW9uLCBsZSBzdWJlIGxhIFByZWNpc2nDs24KZGUgdW4gbW92aW1pZW50byBlbiB1biBtb21lbnRvIGRlIGFwdXJvLg==
210	custap-berry	QmF5YSBDaGlyaQ==	RWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIHB1ZWRlIGFjdHVhciBlbiBwcmltZXIKbHVnYXIgdW5hIHZleiBjdWFuZG8gc2UgZW5jdWVudHJhIGVuIHVuIG1vbWVudG8KZGUgYXB1cm8u
211	jaboca-berry	QmF5YSBKYWJvY2E=	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24gY3VhbmRvIG90cm8gbGFuemEgdW4gYXRhcXVlCmbDrXNpY28sIGVzdGUgw7psdGltbyB0YW1iacOpbiByZWNpYmUgZGHDsW8u
212	rowap-berry	QmF5YSBNYWd1YQ==	U2kgbGEgbGxldmEgdW4gUG9rw6ltb24gY3VhbmRvIG90cm8gbGFuemEgdW4gYXRhcXVlCmVzcGVjaWFsLCBlc3RlIMO6bHRpbW8gdGFtYmnDqW4gcmVjaWJlIGRhw7FvLg==
213	bright-powder	UG9sdm8gQnJpbGxv	TGFuemEgdW4gZGVzdGVsbG8gcXVlIGJhamEgbGEgUHJlY2lzacOzbiBkZWwKZW5lbWlnby4gRGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4=
214	white-herb	SGllcmJhIEJsYW5jYQ==	UmVzdGF1cmEgY3VhbHF1aWVyIGNhcmFjdGVyw61zdGljYSByZWR1Y2lkYSBlbgpjb21iYXRlLiBTb2xvIHNlIHB1ZWRlIHVzYXIgdW5hIHZlei4gRGViZQpsbGV2YXJsYSB1biBQb2vDqW1vbi4=
215	macho-brace	QnJhemFsIEZpcm1l	U8OzbGlkbyB5IHBlc2FkbyBicmF6YWwuIEluY3JlbWVudGEgbcOhcyBsYXMKY2FyYWN0ZXLDrXN0aWNhcyBhbCBzdWJpciBkZSBuaXZlbCwgcGVybyBiYWphIGxhClZlbG9jaWRhZCBkZSBxdWllbiBsbyBsbGV2YS4=
216	exp-share	UmVwYXJ0aXIgRXhw	QWwgYWN0aXZhciBlbCBkaXNwb3NpdGl2bywgdG9kb3MgbG9zIFBva8OpbW9uIGRlCnR1IGVxdWlwbyBnYW5hbiBQdW50b3MgZGUgRXhwZXJpZW5jaWEgdHJhcyBsb3MKY29tYmF0ZXMsIGF1bnF1ZSBubyBzYWxnYW4gYSBsdWNoYXIu
